Location,Date,Year,Month,NewCases,NewDeaths,HospitalPatients,Vaccinations
Suriname,25/02/2021 00:00,2021,February,9,0,,
Sweden,25/02/2021 00:00,2021,February,4995,5,1310,
Switzerland,25/02/2021 00:00,2021,February,1169,12,,26837
Trinidad and Tobago,25/02/2021 00:00,2021,February,7,0,,
Ukraine,25/02/2021 00:00,2021,February,8278,144,,1179
United Kingdom,25/02/2021 00:00,2021,February,10020,324,14849,521039
United States,25/02/2021 00:00,2021,February,77501,2446,49042,1809170
Uruguay,25/02/2021 00:00,2021,February,821,4,,
Vatican,25/02/2021 00:00,2021,February,0,,,
Venezuela,25/02/2021 00:00,2021,February,426,3,,
Albania,26/02/2021 00:00,2021,February,916,20,,
Andorra,26/02/2021 00:00,2021,February,23,0,,
Antigua and Barbuda,26/02/2021 00:00,2021,February,0,0,,
Argentina,26/02/2021 00:00,2021,February,5083,92,,74083
Austria,26/02/2021 00:00,2021,February,2093,22,1018,29375
Bahamas,26/02/2021 00:00,2021,February,23,0,,
Barbados,26/02/2021 00:00,2021,February,45,1,,4350
Belarus,26/02/2021 00:00,2021,February,1602,9,,
Belgium,26/02/2021 00:00,2021,February,2769,28,1838,31837
Belize,26/02/2021 00:00,2021,February,13,0,,
Bolivia,26/02/2021 00:00,2021,February,1069,32,,
Bosnia and Herzegovina,26/02/2021 00:00,2021,February,469,9,,
Brazil,26/02/2021 00:00,2021,February,65169,1337,,302787
Bulgaria,26/02/2021 00:00,2021,February,1681,49,4368,15927
Canada,26/02/2021 00:00,2021,February,3172,47,2163,67251
Chile,26/02/2021 00:00,2021,February,4585,90,,78368
Colombia,26/02/2021 00:00,2021,February,3567,122,,15176
Costa Rica,26/02/2021 00:00,2021,February,427,4,,
Croatia,26/02/2021 00:00,2021,February,505,14,780,
Cuba,26/02/2021 00:00,2021,February,875,2,,
Cyprus,26/02/2021 00:00,2021,February,272,0,80,
Czechia,26/02/2021 00:00,2021,February,14612,164,7484,21403
Denmark,26/02/2021 00:00,2021,February,530,2,231,36977
Dominica,26/02/2021 00:00,2021,February,0,,,1113
Dominican Republic,26/02/2021 00:00,2021,February,576,7,,
Ecuador,26/02/2021 00:00,2021,February,1430,44,,
El Salvador,26/02/2021 00:00,2021,February,154,9,,
Estonia,26/02/2021 00:00,2021,February,1203,8,509,7539
Finland,26/02/2021 00:00,2021,February,720,2,210,29945
France,26/02/2021 00:00,2021,February,25216,539,25130,182634
Germany,26/02/2021 00:00,2021,February,9437,596,,209948
Gibraltar,26/02/2021 00:00,2021,February,0,,,1290
Greece,26/02/2021 00:00,2021,February,1732,29,,30936
Grenada,26/02/2021 00:00,2021,February,0,0,,
Guatemala,26/02/2021 00:00,2021,February,672,14,,
Guyana,26/02/2021 00:00,2021,February,28,0,,
Haiti,26/02/2021 00:00,2021,February,0,0,,
Honduras,26/02/2021 00:00,2021,February,668,18,,
Hungary,26/02/2021 00:00,2021,February,4668,123,5027,46103
Iceland,26/02/2021 00:00,2021,February,0,0,,706
Ireland,26/02/2021 00:00,2021,February,773,29,574,16541
Isle of Man,26/02/2021 00:00,2021,February,0,,,1089
Italy,26/02/2021 00:00,2021,February,20488,253,20486,136475
Jamaica,26/02/2021 00:00,2021,February,204,3,,
Kosovo,26/02/2021 00:00,2021,February,445,5,,
Latvia,26/02/2021 00:00,2021,February,725,8,700,3388
Liechtenstein,26/02/2021 00:00,2021,February,6,0,,190
Lithuania,26/02/2021 00:00,2021,February,641,16,827,10042
Luxembourg,26/02/2021 00:00,2021,February,239,3,86,
Malta,26/02/2021 00:00,2021,February,258,2,,2515
Mexico,26/02/2021 00:00,2021,February,7512,782,,182219
Moldova,26/02/2021 00:00,2021,February,1452,28,,
Monaco,26/02/2021 00:00,2021,February,10,0,,
Montenegro,26/02/2021 00:00,2021,February,606,7,,175
Netherlands,26/02/2021 00:00,2021,February,5169,65,1339,
Nicaragua,26/02/2021 00:00,2021,February,0,0,,
North Macedonia,26/02/2021 00:00,2021,February,548,8,,
Norway,26/02/2021 00:00,2021,February,524,2,93,18462
Panama,26/02/2021 00:00,2021,February,398,10,,17248
Paraguay,26/02/2021 00:00,2021,February,1414,17,,160
Peru,26/02/2021 00:00,2021,February,15564,411,,15749
Poland,26/02/2021 00:00,2021,February,11536,259,14058,
Portugal,26/02/2021 00:00,2021,February,1027,58,2404,44688
Romania,26/02/2021 00:00,2021,February,3761,66,,19125
Russia,26/02/2021 00:00,2021,February,10955,419,,
Saint Kitts and Nevis,26/02/2021 00:00,2021,February,0,,,
Saint Lucia,26/02/2021 00:00,2021,February,207,1,,
Saint Vincent and the Grenadines,26/02/2021 00:00,2021,February,0,0,,
San Marino,26/02/2021 00:00,2021,February,50,0,,
Serbia,26/02/2021 00:00,2021,February,3339,16,,17214
Slovakia,26/02/2021 00:00,2021,February,2645,107,3660,12984
Slovenia,26/02/2021 00:00,2021,February,914,14,529,7764
Spain,26/02/2021 00:00,2021,February,8341,329,12207,
Suriname,26/02/2021 00:00,2021,February,12,0,,
Sweden,26/02/2021 00:00,2021,February,4844,28,1321,
Switzerland,26/02/2021 00:00,2021,February,1065,7,,23210
Trinidad and Tobago,26/02/2021 00:00,2021,February,7,0,,
Ukraine,26/02/2021 00:00,2021,February,8134,155,,1713
United Kingdom,26/02/2021 00:00,2021,February,8588,345,14077,537266
United States,26/02/2021 00:00,2021,February,77346,2068,47221,2179947
Uruguay,26/02/2021 00:00,2021,February,847,6,,
Vatican,26/02/2021 00:00,2021,February,0,,,
Venezuela,26/02/2021 00:00,2021,February,424,4,,
Albania,27/02/2021 00:00,2021,February,986,19,,
Andorra,27/02/2021 00:00,2021,February,27,0,,
Antigua and Barbuda,27/02/2021 00:00,2021,February,25,0,,
Argentina,27/02/2021 00:00,2021,February,5469,59,,80980
Austria,27/02/2021 00:00,2021,February,2457,23,988,25101
Bahamas,27/02/2021 00:00,2021,February,0,0,,
Barbados,27/02/2021 00:00,2021,February,44,0,,3116
Belarus,27/02/2021 00:00,2021,February,1459,9,,
Belgium,27/02/2021 00:00,2021,February,2760,18,1835,4383
Belize,27/02/2021 00:00,2021,February,0,0,,
Bolivia,27/02/2021 00:00,2021,February,656,19,,
Bosnia and Herzegovina,27/02/2021 00:00,2021,February,0,0,,
Brazil,27/02/2021 00:00,2021,February,61602,1386,,220255
Bulgaria,27/02/2021 00:00,2021,February,1079,39,4502,5321
Canada,27/02/2021 00:00,2021,February,2680,46,2126,61729
Chile,27/02/2021 00:00,2021,February,4489,76,,9981
Colombia,27/02/2021 00:00,2021,February,3343,142,,32709
Costa Rica,27/02/2021 00:00,2021,February,0,0,,
Croatia,27/02/2021 00:00,2021,February,520,8,760,
Cuba,27/02/2021 00:00,2021,February,720,4,,
Cyprus,27/02/2021 00:00,2021,February,243,0,78,
Czechia,27/02/2021 00:00,2021,February,14815,195,7186,3483
Denmark,27/02/2021 00:00,2021,February,520,5,217,8094
Dominica,27/02/2021 00:00,2021,February,0,,,
Dominican Republic,27/02/2021 00:00,2021,February,804,11,,
Ecuador,27/02/2021 00:00,2021,February,1748,66,,
El Salvador,27/02/2021 00:00,2021,February,155,6,,
Estonia,27/02/2021 00:00,2021,February,1569,9,524,1458
Finland,27/02/2021 00:00,2021,February,645,0,,15865
France,27/02/2021 00:00,2021,February,23996,185,24989,73059
Germany,27/02/2021 00:00,2021,February,7671,153,,148563
Gibraltar,27/02/2021 00:00,2021,February,0,,,918
Greece,27/02/2021 00:00,2021,February,1630,29,,28515
Grenada,27/02/2021 00:00,2021,February,0,0,,
Guatemala,27/02/2021 00:00,2021,February,521,26,,
Guyana,27/02/2021 00:00,2021,February,37,0,,
Haiti,27/02/2021 00:00,2021,February,78,3,,
Honduras,27/02/2021 00:00,2021,February,843,24,,
Hungary,27/02/2021 00:00,2021,February,4948,107,5282,119173
Iceland,27/02/2021 00:00,2021,February,0,0,,
Ireland,27/02/2021 00:00,2021,February,729,13,550,9825
Isle of Man,27/02/2021 00:00,2021,February,0,,,947
Italy,27/02/2021 00:00,2021,February,18902,280,20588,126817
Jamaica,27/02/2021 00:00,2021,February,346,4,,
Kosovo,27/02/2021 00:00,2021,February,0,0,,
Latvia,27/02/2021 00:00,2021,February,827,13,665,590
Liechtenstein,27/02/2021 00:00,2021,February,2,0,,0
Lithuania,27/02/2021 00:00,2021,February,653,9,872,792
Luxembourg,27/02/2021 00:00,2021,February,0,0,93,
Malta,27/02/2021 00:00,2021,February,237,0,,1808
Mexico,27/02/2021 00:00,2021,February,7246,783,,112379
Moldova,27/02/2021 00:00,2021,February,1518,25,,
Monaco,27/02/2021 00:00,2021,February,11,1,,
Montenegro,27/02/2021 00:00,2021,February,543,5,,
Netherlands,27/02/2021 00:00,2021,February,4976,42,1291,
Nicaragua,27/02/2021 00:00,2021,February,0,0,,
North Macedonia,27/02/2021 00:00,2021,February,720,7,,
Norway,27/02/2021 00:00,2021,February,262,0,95,696
Panama,27/02/2021 00:00,2021,February,664,11,,7862
Paraguay,27/02/2021 00:00,2021,February,934,15,,
Peru,27/02/2021 00:00,2021,February,7500,205,,6860
Poland,27/02/2021 00:00,2021,February,12097,303,,
Portugal,27/02/2021 00:00,2021,February,1071,33,2180,40882
Romania,27/02/2021 00:00,2021,February,3432,54,,15704
Russia,27/02/2021 00:00,2021,February,11409,430,,
Saint Kitts and Nevis,27/02/2021 00:00,2021,February,0,,,
Saint Lucia,27/02/2021 00:00,2021,February,0,0,,
Saint Vincent and the Grenadines,27/02/2021 00:00,2021,February,37,2,,
San Marino,27/02/2021 00:00,2021,February,45,1,,
Serbia,27/02/2021 00:00,2021,February,3210,15,,39969
Slovakia,27/02/2021 00:00,2021,February,2848,109,3697,9708
Slovenia,27/02/2021 00:00,2021,February,951,13,513,926
Spain,27/02/2021 00:00,2021,February,0,0,,
Suriname,27/02/2021 00:00,2021,February,6,0,,
Sweden,27/02/2021 00:00,2021,February,0,0,1318,
Switzerland,27/02/2021 00:00,2021,February,0,5,,6213
Trinidad and Tobago,27/02/2021 00:00,2021,February,1,0,,
Ukraine,27/02/2021 00:00,2021,February,8297,160,,90
United Kingdom,27/02/2021 00:00,2021,February,7457,291,13269,434825
United States,27/02/2021 00:00,2021,February,64575,1515,45328,2352116
Uruguay,27/02/2021 00:00,2021,February,820,2,,
Vatican,27/02/2021 00:00,2021,February,0,,,
Venezuela,27/02/2021 00:00,2021,February,444,3,,
Albania,28/02/2021 00:00,2021,February,952,21,,
Andorra,28/02/2021 00:00,2021,February,17,0,,
Antigua and Barbuda,28/02/2021 00:00,2021,February,4,0,,
Argentina,28/02/2021 00:00,2021,February,3168,19,,40108
Austria,28/02/2021 00:00,2021,February,2123,23,1022,10133
Bahamas,28/02/2021 00:00,2021,February,0,0,,
Barbados,28/02/2021 00:00,2021,February,30,0,,1866
Belarus,28/02/2021 00:00,2021,February,1347,10,,
Belgium,28/02/2021 00:00,2021,February,2097,25,1896,829
Belize,28/02/2021 00:00,2021,February,0,0,,
Bolivia,28/02/2021 00:00,2021,February,463,21,,
Bosnia and Herzegovina,28/02/2021 00:00,2021,February,0,0,,
Brazil,28/02/2021 00:00,2021,February,34027,721,,111526
Bulgaria,28/02/2021 00:00,2021,February,332,24,4674,2685
Canada,28/02/2021 00:00,2021,February,2347,29,2069,46624
Chile,28/02/2021 00:00,2021,February,3207,96,,355
Colombia,28/02/2021 00:00,2021,February,3555,106,,16536
Costa Rica,28/02/2021 00:00,2021,February,0,0,,
Croatia,28/02/2021 00:00,2021,February,356,15,762,
Cuba,28/02/2021 00:00,2021,February,618,4,,
Cyprus,28/02/2021 00:00,2021,February,283,0,88,
Czechia,28/02/2021 00:00,2021,February,7885,145,7449,2882
Denmark,28/02/2021 00:00,2021,February,463,3,231,12382
Dominica,28/02/2021 00:00,2021,February,0,,,
Dominican Republic,28/02/2021 00:00,2021,February,608,7,,
Ecuador,28/02/2021 00:00,2021,February,1808,32,,
El Salvador,28/02/2021 00:00,2021,February,160,7,,
Estonia,28/02/2021 00:00,2021,February,1201,5,564,310
Finland,28/02/2021 00:00,2021,February,620,0,,9328
France,28/02/2021 00:00,2021,February,19952,122,25280,10078
Germany,28/02/2021 00:00,2021,February,6118,60,,108060
Gibraltar,28/02/2021 00:00,2021,February,0,,,0
Greece,28/02/2021 00:00,2021,February,1269,36,,
Grenada,28/02/2021 00:00,2021,February,0,0,,
Guatemala,28/02/2021 00:00,2021,February,207,19,,
Guyana,28/02/2021 00:00,2021,February,35,0,,
Haiti,28/02/2021 00:00,2021,February,0,0,,
Honduras,28/02/2021 00:00,2021,February,550,10,,
Hungary,28/02/2021 00:00,2021,February,4469,72,5482,9757
Iceland,28/02/2021 00:00,2021,February,0,0,,
Ireland,28/02/2021 00:00,2021,February,612,6,554,3887
Isle of Man,28/02/2021 00:00,2021,February,0,,,621
Italy,28/02/2021 00:00,2021,February,17440,192,20869,78274
Jamaica,28/02/2021 00:00,2021,February,446,5,,
Kosovo,28/02/2021 00:00,2021,February,0,0,,
Latvia,28/02/2021 00:00,2021,February,376,4,682,131
Liechtenstein,28/02/2021 00:00,2021,February,1,0,,0
Lithuania,28/02/2021 00:00,2021,February,1802,10,888,450
Luxembourg,28/02/2021 00:00,2021,February,0,0,98,
Malta,28/02/2021 00:00,2021,February,263,2,,1657
Mexico,28/02/2021 00:00,2021,February,2810,458,,71684
Moldova,28/02/2021 00:00,2021,February,597,25,,
Monaco,28/02/2021 00:00,2021,February,3,0,,
Montenegro,28/02/2021 00:00,2021,February,502,4,,
Netherlands,28/02/2021 00:00,2021,February,4689,20,1322,
Nicaragua,28/02/2021 00:00,2021,February,0,0,,
North Macedonia,28/02/2021 00:00,2021,February,305,11,,
Norway,28/02/2021 00:00,2021,February,180,0,95,701
Panama,28/02/2021 00:00,2021,February,470,14,,4647
Paraguay,28/02/2021 00:00,2021,February,937,14,,
Peru,28/02/2021 00:00,2021,February,0,0,,995
Poland,28/02/2021 00:00,2021,February,10101,113,,
Portugal,28/02/2021 00:00,2021,February,718,41,2165,24035
Romania,28/02/2021 00:00,2021,February,2830,63,,11136
Russia,28/02/2021 00:00,2021,February,11234,370,,
Saint Kitts and Nevis,28/02/2021 00:00,2021,February,0,,,
Saint Lucia,28/02/2021 00:00,2021,February,34,0,,
Saint Vincent and the Grenadines,28/02/2021 00:00,2021,February,0,0,,
San Marino,28/02/2021 00:00,2021,February,0,0,,
Serbia,28/02/2021 00:00,2021,February,2809,14,,3627
Slovakia,28/02/2021 00:00,2021,February,1815,114,3799,5566
Slovenia,28/02/2021 00:00,2021,February,454,0,529,0
Spain,28/02/2021 00:00,2021,February,0,0,,
Suriname,28/02/2021 00:00,2021,February,10,2,,
Sweden,28/02/2021 00:00,2021,February,0,0,1331,
Switzerland,28/02/2021 00:00,2021,February,0,0,,3252
Trinidad and Tobago,28/02/2021 00:00,2021,February,8,0,,
Ukraine,28/02/2021 00:00,2021,February,5958,98,,
United Kingdom,28/02/2021 00:00,2021,February,6055,144,12788,205584
United States,28/02/2021 00:00,2021,February,51357,1094,44867,2429823
Uruguay,28/02/2021 00:00,2021,February,632,5,,1
Vatican,28/02/2021 00:00,2021,February,0,,,
Venezuela,28/02/2021 00:00,2021,February,377,3,,
Albania,01/03/2021 00:00,2021,March,764,20,,
Andorra,01/03/2021 00:00,2021,March,23,0,,
Antigua and Barbuda,01/03/2021 00:00,2021,March,39,0,,
Argentina,01/03/2021 00:00,2021,March,4658,112,,24166
Austria,01/03/2021 00:00,2021,March,1409,13,1073,8877
Bahamas,01/03/2021 00:00,2021,March,0,0,,
Barbados,01/03/2021 00:00,2021,March,47,3,,2510
Belarus,01/03/2021 00:00,2021,March,961,9,,
Belgium,01/03/2021 00:00,2021,March,783,29,1937,13389
Belize,01/03/2021 00:00,2021,March,20,0,,
Bolivia,01/03/2021 00:00,2021,March,757,17,,
Bosnia and Herzegovina,01/03/2021 00:00,2021,March,0,0,,
Brazil,01/03/2021 00:00,2021,March,35742,778,,31835
Bulgaria,01/03/2021 00:00,2021,March,2588,117,4744,11094
Canada,01/03/2021 00:00,2021,March,3694,24,2114,59141
Chile,01/03/2021 00:00,2021,March,5145,88,,137487
Colombia,01/03/2021 00:00,2021,March,3570,100,,18555
Costa Rica,01/03/2021 00:00,2021,March,745,12,,
Croatia,01/03/2021 00:00,2021,March,91,11,791,
Cuba,01/03/2021 00:00,2021,March,811,2,,
Cyprus,01/03/2021 00:00,2021,March,302,0,76,
Czechia,01/03/2021 00:00,2021,March,4571,130,8254,22721
Denmark,01/03/2021 00:00,2021,March,497,4,243,20774
Dominica,01/03/2021 00:00,2021,March,0,,,
Dominican Republic,01/03/2021 00:00,2021,March,381,6,,
Ecuador,01/03/2021 00:00,2021,March,212,21,,
El Salvador,01/03/2021 00:00,2021,March,156,7,,
Estonia,01/03/2021 00:00,2021,March,1028,9,569,3466
Finland,01/03/2021 00:00,2021,March,392,8,239,14539
France,01/03/2021 00:00,2021,March,4730,375,25430,116286
Germany,01/03/2021 00:00,2021,March,5274,362,,195907
Gibraltar,01/03/2021 00:00,2021,March,0,,,1248
Greece,01/03/2021 00:00,2021,March,1170,30,,
Grenada,01/03/2021 00:00,2021,March,0,0,,
Guatemala,01/03/2021 00:00,2021,March,111,9,,
Guyana,01/03/2021 00:00,2021,March,10,2,,
Haiti,01/03/2021 00:00,2021,March,18,0,,
Honduras,01/03/2021 00:00,2021,March,681,23,,
Hungary,01/03/2021 00:00,2021,March,4326,84,5679,37586
Iceland,01/03/2021 00:00,2021,March,5,0,,
Ireland,01/03/2021 00:00,2021,March,681,0,540,6692
Isle of Man,01/03/2021 00:00,2021,March,0,,,546
Italy,01/03/2021 00:00,2021,March,13106,246,21401,135660
Jamaica,01/03/2021 00:00,2021,March,336,3,,
Kosovo,01/03/2021 00:00,2021,March,0,0,,
Latvia,01/03/2021 00:00,2021,March,272,3,728,1763
Liechtenstein,01/03/2021 00:00,2021,March,8,0,,0
Lithuania,01/03/2021 00:00,2021,March,253,9,858,7569
Luxembourg,01/03/2021 00:00,2021,March,370,2,100,1328
Malta,01/03/2021 00:00,2021,March,175,1,,2259
Mexico,01/03/2021 00:00,2021,March,2343,437,,71768
Moldova,01/03/2021 00:00,2021,March,994,26,,
Monaco,01/03/2021 00:00,2021,March,9,0,,
Montenegro,01/03/2021 00:00,2021,March,449,12,,
Netherlands,01/03/2021 00:00,2021,March,3783,22,1375,
Nicaragua,01/03/2021 00:00,2021,March,0,0,,
North Macedonia,01/03/2021 00:00,2021,March,233,7,,
Norway,01/03/2021 00:00,2021,March,729,1,102,6055
Panama,01/03/2021 00:00,2021,March,505,13,,3013
Paraguay,01/03/2021 00:00,2021,March,974,17,,
Peru,01/03/2021 00:00,2021,March,5942,195,,9321
Poland,01/03/2021 00:00,2021,March,4786,24,14929,47072
Portugal,01/03/2021 00:00,2021,March,394,34,2167,14523
Romania,01/03/2021 00:00,2021,March,2096,53,,32149
Russia,01/03/2021 00:00,2021,March,11450,325,,
Saint Kitts and Nevis,01/03/2021 00:00,2021,March,0,,,
Saint Lucia,01/03/2021 00:00,2021,March,0,1,,
Saint Vincent and the Grenadines,01/03/2021 00:00,2021,March,72,0,,
San Marino,01/03/2021 00:00,2021,March,30,0,,
Serbia,01/03/2021 00:00,2021,March,3469,16,,33924
Slovakia,01/03/2021 00:00,2021,March,842,81,3836,15137
Slovenia,01/03/2021 00:00,2021,March,243,18,543,1137
Spain,01/03/2021 00:00,2021,March,15978,467,11754,79269
Suriname,01/03/2021 00:00,2021,March,4,1,,
Sweden,01/03/2021 00:00,2021,March,0,0,1453,
Switzerland,01/03/2021 00:00,2021,March,2560,22,,21340
Trinidad and Tobago,01/03/2021 00:00,2021,March,3,0,,
Ukraine,01/03/2021 00:00,2021,March,4406,76,,
United Kingdom,01/03/2021 00:00,2021,March,5462,104,12894,231450
United States,01/03/2021 00:00,2021,March,58229,1522,43728,1663984
Uruguay,01/03/2021 00:00,2021,March,595,3,,18020
Vatican,01/03/2021 00:00,2021,March,0,,,
Venezuela,01/03/2021 00:00,2021,March,429,4,,
Albania,02/03/2021 00:00,2021,March,892,19,,
Andorra,02/03/2021 00:00,2021,March,19,0,,
Antigua and Barbuda,02/03/2021 00:00,2021,March,0,0,,
Argentina,02/03/2021 00:00,2021,March,6653,115,,76939
Austria,02/03/2021 00:00,2021,March,1920,31,1124,25570
Bahamas,02/03/2021 00:00,2021,March,0,0,,
Barbados,02/03/2021 00:00,2021,March,25,0,,2110
Belarus,02/03/2021 00:00,2021,March,869,8,,
Belgium,02/03/2021 00:00,2021,March,2050,35,1902,23415
Belize,02/03/2021 00:00,2021,March,7,0,,
Bolivia,02/03/2021 00:00,2021,March,790,37,,
Bosnia and Herzegovina,02/03/2021 00:00,2021,March,2109,74,,
Brazil,02/03/2021 00:00,2021,March,59925,1641,,375624
Bulgaria,02/03/2021 00:00,2021,March,2403,83,4777,20233
Canada,02/03/2021 00:00,2021,March,2663,29,2166,72038
Chile,02/03/2021 00:00,2021,March,2742,24,,171280
Colombia,02/03/2021 00:00,2021,March,4339,106,,20486
Costa Rica,02/03/2021 00:00,2021,March,428,8,,
Croatia,02/03/2021 00:00,2021,March,394,11,770,
Cuba,02/03/2021 00:00,2021,March,997,4,,
Cyprus,02/03/2021 00:00,2021,March,288,1,79,
Czechia,02/03/2021 00:00,2021,March,12191,232,8434,30598
Denmark,02/03/2021 00:00,2021,March,532,2,232,17999
Dominica,02/03/2021 00:00,2021,March,2,,,1036
Dominican Republic,02/03/2021 00:00,2021,March,203,12,,45000
Ecuador,02/03/2021 00:00,2021,March,358,18,,
El Salvador,02/03/2021 00:00,2021,March,154,8,,
Estonia,02/03/2021 00:00,2021,March,1111,7,566,5271
Finland,02/03/2021 00:00,2021,March,581,5,247,
France,02/03/2021 00:00,2021,March,22872,418,25263,165464
Germany,02/03/2021 00:00,2021,March,6492,412,,220147
Gibraltar,02/03/2021 00:00,2021,March,0,,,1266
